电影轮播,#genre#
报告老板,http://cfss.cc/cdn/hy/26355835.flv
老三国,http://cfss.cc/cdn/hy/11602081.flv
纪晓岚,http://cfss.cc/cdn/hy/11342396.flv
新水浒,http://cfss.cc/cdn/hy/11342384.flv
庆余年,http://cfss.cc/cdn/hy/11352960.flv
雍正王朝,http://cfss.cc/cdn/hy/11342439.flv
士兵突击,http://cfss.cc/cdn/hy/11342430.flv
爱情公寓,http://cfss.cc/cdn/hy/11336726.flv
家有儿女,http://cfss.cc/cdn/hy/11352872.flv
勇敢的心,http://cfss.cc/cdn/hy/11602037.flv
地下交通站,http://cfss.cc/cdn/hy/11342433.flv
杨紫,http://cfss.cc/cdn/hy/11336593.flv
邻里一家亲,http://cfss.cc/cdn/hy/11342426.flv
死神来了,http://cfss.cc/cdn/hy/11352903.flv
斗罗大陆,http://cfss.cc/cdn/hy/11352906.flv
小马的直播间,http://cfss.cc/cdn/hy/23749096.flv
孙悟空,http://cfss.cc/cdn/hy/23735126.flv
中国功夫,http://cfss.cc/cdn/hy/11352941.flv
花千骨,http://cfss.cc/cdn/hy/26355839.flv
龙门镖局,http://cfss.cc/cdn/hy/11352874.flv
父母爱情,http://cfss.cc/cdn/hy/11602071.flv
医馆笑传,http://cfss.cc/cdn/hy/11352891.flv
康熙大帝,http://cfss.cc/cdn/hy/11352940.flv
新雪豹,http://cfss.cc/cdn/hy/29580970.flv
朱元璋,http://cfss.cc/cdn/hy/29910845.flv
张卫健版西游记,http://cfss.cc/cdn/hy/23728660.flv
楚汉骄雄,http://cfss.cc/cdn/hy/23740156.flv
鹿鼎记小春版,http://cfss.cc/cdn/hy/23865080.flv
天龙八部97版,http://cfss.cc/cdn/hy/23903123.flv
刑事侦缉档案,http://cfss.cc/cdn/hy/23734169.flv
寻秦记,http://cfss.cc/cdn/hy/23864973.flv
法证先锋,http://cfss.cc/cdn/hy/23863804.flv
陀枪师姐,http://cfss.cc/cdn/hy/23860039.flv
笑傲江湖,http://cfss.cc/cdn/hy/23865142.flv
洗冤录,http://cfss.cc/cdn/hy/23903130.flv
倚天屠龙记,http://cfss.cc/cdn/hy/23734246.flv
神雕侠侣,http://cfss.cc/cdn/hy/23865171.flv
鉴证实录,http://cfss.cc/cdn/hy/23903183.flv
创世纪,http://cfss.cc/cdn/hy/23749083.flv
孙红雷,http://cfss.cc/cdn/hy/11601970.flv
使徒行者,http://cfss.cc/cdn/hy/23734256.flv
金枝欲孽,http://cfss.cc/cdn/hy/23865036.flv
大唐双龙传,http://cfss.cc/cdn/hy/23728674.flv
妙手仁心,http://cfss.cc/cdn/hy/23829543.flv
扫黄先锋,http://cfss.cc/cdn/hy/23903196.flv
笑看风云,http://cfss.cc/cdn/hy/23865058.flv
秦始皇,http://cfss.cc/cdn/hy/21059634.flv
大时代,http://cfss.cc/cdn/hy/23865161.flv
外科医生,http://cfss.cc/cdn/hy/29982672.flv
梁朝伟版鹿鼎记,http://cfss.cc/cdn/hy/23734183.flv
雀刀门传奇,http://cfss.cc/cdn/hy/11352963.flv
经典港剧,http://cfss.cc/cdn/hy/11352965.flv
鬼吹灯,http://cfss.cc/cdn/hy/11352883.flv
魏璎珞,http://cfss.cc/cdn/hy/26355864.flv
龙岭迷窟,http://cfss.cc/cdn/hy/29465863.flv
毛骗,http://cfss.cc/cdn/hy/26355791.flv
鬼吹灯全集,http://cfss.cc/cdn/hy/29768105.flv
云南虫谷,http://cfss.cc/cdn/hy/11352898.flv
贺岁喜剧,http://cfss.cc/cdn/hy/11601986.flv
新白娘子传奇,http://cfss.cc/cdn/hy/26355768.flv
张卫健版鹿鼎记,http://cfss.cc/cdn/hy/26355806.flv
86版西游记,http://cfss.cc/cdn/hy/26355861.flv
经典宫斗剧,http://cfss.cc/cdn/hy/26355845.flv
宫斗剧,http://cfss.cc/cdn/hy/29465868.flv
宝莲灯前传,http://cfss.cc/cdn/hy/21059557.flv
万万没想到,http://cfss.cc/cdn/hy/26355850.flv
盛世大唐,http://cfss.cc/cdn/hy/26355763.flv
陆小凤,http://cfss.cc/cdn/hy/29808803.flv
王子变青蛙,http://cfss.cc/cdn/hy/11601964.flv
绝代双骄,http://cfss.cc/cdn/hy/29465867.flv
橘生淮南，暗恋成诗,http://cfss.cc/cdn/hy/29982670.flv
十大奇冤,http://cfss.cc/cdn/hy/11352899.flv
古装剧集,http://cfss.cc/cdn/hy/11601979.flv
新雪豹,http://cfss.cc/cdn/hy/29580970.flv
芈月传,http://cfss.cc/cdn/hy/11352975.flv
有翡(试播),http://cfss.cc/cdn/hy/29580970.flv
胡斐(试播),http://cfss.cc/cdn/hy/26355765.flv
国产科幻(试播),http://cfss.cc/cdn/hy/11602077.flv
斗鱼轮播,#genre#
林正英 1,http://zzy789.xyz/douyu1.php?id=7356023
林正英 2,https://live.metshop.top/douyu/218859
斗鱼频道,http://zzy789.xyz/douyu1.php?id=8770422
斗鱼频道,http://zzy789.xyz/douyu1.php?id=218859
斗鱼频道,http://zzy789.xyz/douyu1.php?id=413573
斗鱼频道,http://zzy789.xyz/douyu1.php?id=9292492
鬼片恐怖,http://zzy789.xyz/douyu1.php?id=2935323
恐怖故事,http://zzy789.xyz/douyu1.php?id=2337939
怡寳影院,http://zzy789.xyz/douyu1.php?id=434971
粤语电影,http://zzy789.xyz/douyu1.php?id=6566671
苹果影院,http://zzy789.xyz/douyu1.php?id=2793084
午夜故事,http://zzy789.xyz/douyu1.php?id=8722254
译制国语,http://zzy789.xyz/douyu1.php?id=2436390
蚂蚱影院,http://zzy789.xyz/douyu1.php?id=6079455
纪录片,http://zzy789.xyz/douyu1.php?id=4360438
贝爷求生,http://zzy789.xyz/douyu1.php?id=454867
恐怖丧尸鬼片,http://zzy789.xyz/douyu1.php?id=263824
斗鱼电影10,http://zzy789.xyz/douyu1.php?id=2935323
斗鱼电影22,http://zzy789.xyz/douyu1.php?id=1979257
斗鱼电影26,http://zzy789.xyz/douyu1.php?id=8413092
斗鱼电影71,http://zzy789.xyz/douyu1.php?id=2987100
斗鱼电影81,http://zzy789.xyz/douyu1.php?id=3870925
斗鱼电影97,http://zzy789.xyz/douyu1.php?id=8867878
斗鱼电影105,http://zzy789.xyz/douyu1.php?id=4290711
斗鱼电影108,http://zzy789.xyz/douyu1.php?id=6566671
斗鱼电影110,http://zzy789.xyz/douyu1.php?id=8415464
斗鱼电影111,http://zzy789.xyz/douyu1.php?id=8475821
斗鱼电影113,http://zzy789.xyz/douyu1.php?id=5522351
斗鱼电影114,http://zzy789.xyz/douyu1.php?id=562225
斗鱼电影116,http://zzy789.xyz/douyu1.php?id=8651489
斗鱼电影117,http://zzy789.xyz/douyu1.php?id=338759
斗鱼电影120,http://zzy789.xyz/douyu1.php?id=5354713
斗鱼电影124,http://zzy789.xyz/douyu1.php?id=2793084
斗鱼电影125,http://zzy789.xyz/douyu1.php?id=5067952
斗鱼电影129,http://zzy789.xyz/douyu1.php?id=413573
斗鱼电影130,http://zzy789.xyz/douyu1.php?id=8014467
斗鱼电影134,http://zzy789.xyz/douyu1.php?id=6725858
斗鱼电影135,http://zzy789.xyz/douyu1.php?id=7476264
斗鱼电影137,http://zzy789.xyz/douyu1.php?id=1274132
斗鱼电影141,http://zzy789.xyz/douyu1.php?id=7623292
斗鱼电影145,http://zzy789.xyz/douyu1.php?id=5033502
斗鱼电影151,http://zzy789.xyz/douyu1.php?id=426517
斗鱼电影153,http://zzy789.xyz/douyu1.php?id=8799435
斗鱼电影155,http://zzy789.xyz/douyu1.php?id=4258555
斗鱼电影158,http://zzy789.xyz/douyu1.php?id=8788687
斗鱼电影165,http://zzy789.xyz/douyu1.php?id=8705754
斗鱼电影169,http://zzy789.xyz/douyu1.php?id=7528160
